Simulation:,Density Correction
Angle 54,7656.56207864214,8287.71463717913
Angle 54,7686.89902563291,8309.74938577687
Angle 54,7717.21615209895,8331.67173805848
Angle 54,7747.51355759165,8353.48183007947
Angle 54,7777.79134080736,8375.1797966775
Angle 54,7808.04959959547,8396.76577148574
Angle 54,7838.28843096651,8418.23988694609
Angle 54,7868.5079311001,8439.60227432217
Angle 54,7898.70819535273,8460.85306371223
Angle 54,7928.88931826555,8481.99238406184
Angle 54,7959.05139357199,8503.02036317644
Angle 54,7989.19451420525,8523.93712773378
Angle 54,8019.31877230582,8544.74280329611
Angle 54,8049.42425922875,8565.43751432233
Angle 54,8079.51106555092,8586.02138417992
Angle 54,8109.57928107821,8606.49453515673
Angle 54,8139.62899485255,8626.8570884727
Angle 54,8169.66029515886,8647.1091642913
Angle 54,8199.67326953199,8667.250881731
Angle 54,8229.66800476347,8687.28235887645
Angle 54,8259.64458690822,8707.20371278964
Angle 54,8289.60310129118,8727.01505952084
Angle 54,8319.54363251385,8746.7165141195
Angle 54,8349.46626446074,8766.30819064494
Angle 54,8379.37108030571,8785.79020217692
Angle 54,8409.25816251833,8805.16266082619
Angle 54,8439.12759287001,8824.42567774476
Angle 54,8468.97945244018,8843.57936313617
Angle 54,8498.81382162235,8862.62382626558
Angle 54,8528.63078013006,8881.55917546977
Angle 54,8558.43040700277,8900.38551816702
Angle 54,8588.21278061176,8919.10296086687
Angle 54,8617.97797866579,8937.71160917974
Angle 54,8647.72607821687,8956.21156782653
Angle 54,8677.45715566579,8974.60294064798
Angle 54,8707.17128676774,8992.88583061405
Angle 54,8736.86854663772,9011.06033983311
Angle 54,8766.54900975597,9029.12656956105
Angle 54,8796.21274997333,9047.08462021031
Angle 54,8825.85984051644,9064.93459135877
Angle 54,8855.49035399303,9082.67658175857
Angle 54,8885.10436239699,9100.31068934481
Angle 54,8914.70193711348,9117.8370112442
Angle 54,8944.28314892395,9135.25564378353
Angle 54,8973.84806801104,9152.56668249814
Angle 54,9003.39676396355,9169.7702221402
Angle 54,9032.9293057812,9186.86635668704
Angle 54,9062.44576187943,9203.8551793492
Angle 54,9091.94620009409,9220.73678257856
Angle 54,9121.43068768613,9237.51125807632
Angle 54,9150.89929134615,9254.17869680083
Angle 54,9180.35207719898,9270.73918897548
Angle 54,9209.78911080812,9287.19282409635
Angle 54,9239.21045718021,9303.53969093989
Angle 54,9268.61618076937,9319.77987757046
Angle 54,9298.00634548155,9335.91347134783
Angle 54,9327.38101467875,9351.94055893457
Angle 54,9356.7402511833,9367.86122630335
Angle 54,9386.08411728195,9383.67555874423
Angle 54,9415.41267473007,9399.38364087181
Angle 54,9444.72598475561,9414.9855566323
Angle 54,9474.02410806319,9430.48138931061
Angle 54,9503.30710483805,9445.87122153722
Angle 54,9532.57503474991,9461.15513529513
Angle 54,9561.82795695693,9476.33321192662
Angle 54,9591.06593010945,9491.40553214003
Angle 54,9620.2890123538,9506.37217601641
Angle 54,9649.49726133603,9521.23322301611
Angle 54,9678.69073420558,9535.98875198538
Angle 54,9707.86948761892,9550.63884116276
Angle 54,9737.03357774317,9565.18356818557
Angle 54,9766.1830602596,9579.6230100962
Angle 54,9795.31799036718,9593.95724334842
Angle 54,9824.43842278603,9608.1863438136
Angle 54,9853.54441176085,9622.31038678687
Angle 54,9882.63601106429,9636.32944699323
Angle 54,9911.71327400028,9650.24359859355
Angle 54,9940.77625340739,9664.05291519064
Angle 54,9969.825001662,9677.75746983508
Angle 54,9998.8595706816,9691.35733503118
Angle 54,10027.8800119279,9704.85258274272
Angle 54,10056.8863764101,9718.24328439877
Angle 54,10085.8787146879,9731.52951089936
Angle 54,10114.8570768744,9744.71133262114
Angle 54,10143.8215126395,9757.788819423
Angle 54,10172.7720712127,9770.7620406516
Angle 54,10201.7088013859,9783.63106514686
Angle 54,10230.6317515168,9796.39596124744
Angle 54,10259.5409695311,9809.05679679611
Angle 54,10288.436502926,9821.61363914511
Angle 54,10317.3183987727,9834.06655516144
Angle 54,10346.1867037191,9846.41561123213
Angle 54,10375.0414639928,9858.66087326945
Angle 54,10403.8827254038,9870.80240671605
Angle 54,10432.7105333468,9882.84027655007
Angle 54,10461.5249328044,9894.77454729025
Angle 54,10490.3259683494,9906.60528300092
Angle 54,10519.1136841474,9918.332547297
Angle 54,10547.8881239595,9929.95640334892
Angle 54,10576.6493311447,9941.47691388755
Angle 54,10605.3973486624,9952.89414120902
Angle 54,10634.132219075,9964.20814717956
Angle 54,10662.8539845501,9975.41899324026
Angle 54,10691.5626868632,9986.52674041181
Angle 54,10720.2583673999,9997.53144929922
Angle 54,10748.9410671583,10008.4331800964
Angle 54,10777.6108267512,10019.2319925909
Angle 54,10806.2676864087,10029.9279461683
Angle 54,10834.9116859802,10040.521099817
Angle 54,10863.5428649366,10051.0115121325
Angle 54,10892.1612623727,10061.3992413221
Angle 54,10920.7669170094,10071.684345209
Angle 54,10949.3598671958,10081.8668812371
Angle 54,10977.9401509111,10091.9469064751
Angle 54,11006.5078057671,10101.9244776207
Angle 54,11035.06286901,10111.7996510056
Angle 54,11063.6053775228,10121.5724825987
Angle 54,11092.1353678268,10131.2430280111
Angle 54,11120.6528760841,10140.8113425004
Angle 54,11149.1579380993,10150.2774809741
Angle 54,11177.6505893217,10159.6414979944
Angle 54,11206.130864847,10168.9034477821
Angle 54,11234.5987994192,10178.0633842208
Angle 54,11263.0544274328,10187.1213608607
Angle 54,11291.4977829345,10196.0774309226
Angle 54,11319.9288996248,10204.9316473024
Angle 54,11348.3478108603,10213.6840625745
Angle 54,11376.7545496551,10222.3347289958
Angle 54,11405.1491486827,10230.88369851
Angle 54,11433.531640278,10239.331022751
Angle 54,11461.9020564386,10247.676753047
Angle 54,11490.2604288269,10255.9209404245
Angle 54,11518.6067887716,10264.0636356115
Angle 54,11546.9411672695,10272.104889042
Angle 54,11575.263594987,10280.0447508593
Angle 54,11603.5741022617,10287.8832709196
Angle 54,11631.8727191045,10295.6204987963
Angle 54,11660.1594752005,10303.2564837831
Angle 54,11688.4343999112,10310.7912748977
Angle 54,11716.6975222754,10318.2249208859
Angle 54,11744.9488710115,10325.5574702245
Angle 54,11773.1884745185,10332.7889711256
Angle 54,11801.4163608775,10339.9194715396
Angle 54,11829.6325578537,10346.9490191591
Angle 54,11857.837092897,10353.877661422
Angle 54,11886.0299931445,10360.7054455155
Angle 54,11914.2112854209,10367.4324183793
Angle 54,11942.3809962408,10374.058626709
Angle 54,11970.5391518094,10380.5841169595
Angle 54,11998.6857780243,10387.0089353488
Angle 54,12026.8209004769,10393.333127861
Angle 54,12054.9445444535,10399.5567402495
Angle 54,12083.0567349365,10405.6798180411
Angle 54,12111.1574966064,10411.7024065384
Angle 54,12139.2468538423,10417.624550824
Angle 54,12167.3248307236,10423.4462957631
Angle 54,12195.3914510315,10429.167686007
Angle 54,12223.4467382495,10434.7887659967
Angle 54,12251.4907155656,10440.3095799656
Angle 54,12279.5234058726,10445.7301719431
Angle 54,12307.5448317701,10451.0505857577
Angle 54,12335.5550155652,10456.2708650399
Angle 54,12363.5539792736,10461.3910532261
Angle 54,12391.5417446214,10466.411193561
Angle 54,12419.5183330457,10471.3313291012
Angle 54,12447.4837656957,10476.151502718
Angle 54,12475.4380634342,10480.871757101
Angle 54,12503.3812468385,10485.4921347605
Angle 54,12531.3133362015,10490.0126780313
Angle 54,12559.2343515329,10494.4334290753
Angle 54,12587.14431256,10498.7544298847
Angle 54,12615.0432387292,10502.9757222851
Angle 54,12642.9311492065,10507.0973479383
Angle 54,12670.8080628791,10511.1193483455
Angle 54,12698.673998356,10515.0417648505
Angle 54,12726.5289739693,10518.8646386421
Angle 54,12754.3730077748,10522.5880107577
Angle 54,12782.2061175535,10526.2119220858
Angle 54,12810.0283208123,10529.7364133692
Angle 54,12837.8396347849,10533.1615252077
Angle 54,12865.6400764329,10536.4872980613
Angle 54,12893.4296624465,10539.7137722531
Angle 54,12921.208409246,10542.8409879719
Angle 54,12948.9763329819,10545.8689852752
Angle 54,12976.7334495366,10548.7978040922
Angle 54,13004.4797745246,10551.6274842268
Angle 54,13032.215323294,10554.3580653599
Angle 54,13059.9401109268,10556.9895870527
Angle 54,13087.6541522404,10559.5220887496
Angle 54,13115.3574617879,10561.9556097805
Angle 54,13143.0500538591,10564.2901893642
Angle 54,13170.7319424815,10566.5258666108
Angle 54,13198.403141421,10568.6626805247
Angle 54,13226.0636641827,10570.7006700071
Angle 54,13253.7135240118,10572.6398738593
Angle 54,13281.3527338941,10574.4803307848
Angle 54,13308.9813065574,10576.2220793925
Angle 54,13336.5992544715,10577.8651581994
Angle 54,13364.2065898495,10579.409605633
Angle 54,13391.8033246485,10580.8554600345
Angle 54,13419.3894705702,10582.2027596611
Angle 54,13446.9650390615,10583.451542689
Angle 54,13474.5300413158,10584.6018472159
Angle 54,13502.0844882731,10585.6537112638
Angle 54,13529.6283906209,10586.6071727814
Angle 54,13557.1617587951,10587.4622696475
Angle 54,13584.6846029807,10588.2190396727
Angle 54,13612.196933112,10588.8775206027
Angle 54,13639.6987588739,10589.4377501208
Angle 54,13667.1900897022,10589.8997658506
Angle 54,13694.6709347844,10590.2636053582
Angle 54,13722.1413030602,10590.5293061555
Angle 54,13749.6012032226,10590.6969057025
Angle 54,13777.0506437177,10590.7664414096
Angle 54,13804.4896327463,10590.7379506407
Angle 54,13831.9181782638,10590.6114707157
Angle 54,13859.3362879811,10590.3870389128
Angle 54,13886.7439693654,10590.0646924713
Angle 54,13914.1412296403,10589.6444685943
Angle 54,13941.5280757868,10589.1264044509
Angle 54,13968.9045145438,10588.5105371793
Angle 54,13996.2705524086,10587.7969038888
Angle 54,14023.6261956377,10586.9855416626
Angle 54,14050.9714502469,10586.0764875606
Angle 54,14078.3063220124,10585.0697786215
Angle 54,14105.6308164709,10583.9654518655
Angle 54,14132.9449389205,10582.763544297
Angle 54,14160.2486944211,10581.464092907
Angle 54,14187.5420877947,10580.0671346756
Angle 54,14214.8251236264,10578.5727065744
Angle 54,14242.0978062645,10576.9808455693
Angle 54,14269.3601398213,10575.2915886228
Angle 54,14296.6121281733,10573.5049726966
Angle 54,14323.8537749621,10571.621034754
Angle 54,14351.0850835945,10569.6398117626
Angle 54,14378.3060572432,10567.5613406963
Angle 54,14405.5166988474,10565.3856585384
Angle 54,14432.7170111129,10563.1128022838
Angle 54,14459.9069965128,10560.7428089415
Angle 54,14487.0866572882,10558.2757155367
Angle 54,14514.2559954482,10555.7115591141
Angle 54,14541.4150127704,10553.0503767396
Angle 54,14568.563710802,10550.2922055031
Angle 54,14595.7020908592,10547.4370825209
Angle 54,14622.8301540285,10544.4850449382
Angle 54,14649.9479011668,10541.4361299314
Angle 54,14677.0553329016,10538.2903747109
Angle 54,14704.152449632,10535.0478165229
Angle 54,14731.2392515284,10531.7084926525
Angle 54,14758.3157385334,10528.272440426
Angle 54,14785.3819103623,10524.7396972128
Angle 54,14812.4377665029,10521.1103004286
Angle 54,14839.4833062164,10517.3842875373
Angle 54,14866.5185285377,10513.5616960536
Angle 54,14893.5434322756,10509.6425635455
Angle 54,14920.5580160133,10505.6269276366
Angle 54,14947.5622781089,10501.5148260084
Angle 54,14974.5562166954,10497.3062964031
Angle 54,15001.5398296815,10493.0013766258
Angle 54,15028.5131147516,10488.6001045466
Angle 54,15055.4760693663,10484.1025181035
Angle 54,15082.4286907626,10479.5086553048
Angle 54,15109.3709759547,10474.818554231
Angle 54,15136.3029217337,10470.0322530376
Angle 54,15163.2245246682,10465.1497899575
Angle 54,15190.135781105,10460.1712033034
Angle 54,15217.0366871686,10455.0965314699
Angle 54,15243.9272387624,10449.9258129363
Angle 54,15270.8074315682,10444.6590862687
Angle 54,15297.6772610473,10439.2963901227
Angle 54,15324.53672244,10433.8377632453
Angle 54,15351.3858107665,10428.2832444779
Angle 54,15378.224520827,10422.6328727582
Angle 54,15405.052847202,10416.8866871228
Angle 54,15431.8707842523,10411.0447267096
Angle 54,15458.6783261197,10405.1070307602
Angle 54,15485.4754667271,10399.0736386221
Angle 54,15512.2621997787,10392.9445897515
Angle 54,15539.0385187603,10386.719923715
Angle 54,15565.8044169398,10380.3996801928
Angle 54,15592.5598873668,10373.9838989804
Angle 54,15619.3049228737,10367.4726199914
Angle 54,15646.0395160752,10360.8658832598
Angle 54,15672.7636593692,10354.1637289422
Angle 54,15699.4773449364,10347.3661973204
Angle 54,15726.1805647409,10340.4733288037
Angle 54,15752.8733105304,10333.4851639313
Angle 54,15779.5555738364,10326.4017433747
Angle 54,15806.2273459744,10319.22310794
Angle 54,15832.8886180441,10311.9492985703
Angle 54,15859.5393809294,10304.5803563482
Angle 54,15886.1796252992,10297.1163224982
Angle 54,15912.8093416069,10289.5572383888
Angle 54,15939.4285200911,10281.9031455353
Angle 54,15966.0371507756,10274.1540856017
Angle 54,15992.6352234694,10266.3101004037
Angle 54,16019.2227277673,10258.3712319105
Angle 54,16045.7996530498,10250.3375222475
Angle 54,16072.3659884833,10242.2090136987
Angle 54,16098.9217230203,10233.985748709
Angle 54,16125.4668453995,10225.6677698865
Angle 54,16152.0013441463,10217.2551200051
Angle 54,16178.5252075723,10208.7478420069
Angle 54,16205.0384237761,10200.1459790044
Angle 54,16231.5409806432,10191.449574283
Angle 54,16258.032865846,10182.6586713035
Angle 54,16284.5140668441,10173.7733137041
Angle 54,16310.9845708845,10164.7935453036
Angle 54,16337.4443650016,10155.7194101029
Angle 54,16363.8934360173,10146.550952288
Angle 54,16390.3317705413,10137.2882162322
Angle 54,16416.7593549712,10127.9312464986
Angle 54,16443.1761754923,10118.4800878423
Angle 54,16469.5822180781,10108.9347852131
Angle 54,16495.9774684903,10099.2953837579
Angle 54,16522.3619122787,10089.5619288226
Angle 54,16548.7355347817,10079.7344659554
Angle 54,16575.0983211258,10069.8130409085
Angle 54,16601.4502562265,10059.7976996408
Angle 54,16627.7913247876,10049.6884883203
Angle 54,16654.1215113018,10039.4854533267
Angle 54,16680.4408000505,10029.1886412536
Angle 54,16706.749175104,10018.7980989109
Angle 54,16733.0466203216,10008.3138733274
Angle 54,16759.3331193516,9997.73601175349
Angle 54,16785.6086556314,9987.06456166293
Angle 54,16811.8732123876,9976.2995707559
Angle 54,16838.1267726359,9965.44108696119
Angle 54,16864.3693191814,9954.48915843872
Angle 54,16890.6008346182,9943.44383358199
Angle 54,16916.8213013303,9932.30516102054
Angle 54,16943.0307014905,9921.07318962242
Angle 54,16969.2290170614,9909.74796849669
Angle 54,16995.4162297951,9898.32954699584
Angle 54,17021.592321233,9886.81797471833
Angle 54,17047.757272706,9875.21330151103
Angle 54,17073.9110653348,9863.51557747174
Angle 54,17100.0536800296,9851.72485295165
Angle 54,17126.18509749,9839.84117855785
Angle 54,17152.3052982053,9827.86460515584
Angle 54,17178.4142624544,9815.79518387203
Angle 54,17204.511970306,9803.63296609625
Angle 54,17230.5984016181,9791.37800348422
Angle 54,17256.6735360385,9779.03034796016
Angle 54,17282.7373530046,9766.59005171922
Angle 54,17308.7898317432,9754.05716723006
Angle 54,17334.8309512709,9741.43174723736
Angle 54,17360.8606903939,9728.71384476438
Angle 54,17386.8790277076,9715.90351311546
Angle 54,17412.8859415973,9703.00080587861
Angle 54,17438.8814102376,9690.00577692805
Angle 54,17464.8654115926,9676.91848042674
Angle 54,17490.8379234158,9663.73897082898
Angle 54,17516.7989232501,9650.46730288294
Angle 54,17542.7483884276,9637.10353163326
Angle 54,17568.68629607,9623.64771242363
Angle 54,17594.6126230881,9610.09990089936
Angle 54,17620.5273461818,9596.46015300995
Angle 54,17646.4304418402,9582.72852501172
Angle 54,17672.3218863415,9568.90507347041
Angle 54,17698.2016557531,9554.98985526376
Angle 54,17724.0697259311,9540.98292758411
Angle 54,17749.9260725205,9526.88434794109
Angle 54,17775.7706709552,9512.69417416416
Angle 54,17801.603496458,9498.41246440527
Angle 54,17827.4245240401,9484.03927714153
Angle 54,17853.2337285015,9469.5746711778
Angle 54,17879.0310844304,9455.01870564935
Angle 54,17904.8165662038,9440.37144002455
Angle 54,17930.5901479868,9425.63293410749
Angle 54,17956.3518037327,9410.80324804065
Angle 54,17982.1015071831,9395.88244230762
Angle 54,18007.8392318674,9380.87057773571
Angle 54,18033.5649511033,9365.76771549868
Angle 54,18059.2786379959,9350.57391711943
Angle 54,18084.9802654383,9335.2892444727
Angle 54,18110.6698061112,9319.91375978777
Angle 54,18136.3472324826,9304.44752565115
Angle 54,18162.0125168082,9288.89060500935
Angle 54,18187.6656311306,9273.24306117159
Angle 54,18213.3065472798,9257.5049578125
Angle 54,18238.9352368728,9241.6763589749
Angle 54,18264.5516713133,9225.75732907254
Angle 54,18290.1558217919,9209.74793289285
Angle 54,18315.7476592858,9193.64823559971
Angle 54,18341.3271545588,9177.45830273619
Angle 54,18366.8942781609,9161.1782002274
Angle 54,18392.4490004284,9144.80799438317
Angle 54,18417.9912914835,9128.34775190094
Angle 54,18443.5211212347,9111.79753986851
Angle 54,18469.0384593758,9095.15742576684
Angle 54,18494.5432753867,9078.42747747289
Angle 54,18520.0355385324,9061.60776326244
Angle 54,18545.5152178635,9044.6983518129
Angle 54,18570.9822822156,9027.69931220617
Angle 54,18596.4367002094,9010.61071393146
Angle 54,18621.8784402504,8993.43262688816
Angle 54,18647.3074705288,8976.16512138872
Angle 54,18672.7237590194,8958.80826816147
Angle 54,18698.1272734812,8941.36213835352
Angle 54,18723.5179814577,8923.82680353369
Angle 54,18748.8958502759,8906.2023356953
Angle 54,18774.2608470473,8888.48880725916
Angle 54,18799.6129386664,8870.68629107646
Angle 54,18824.9520918119,8852.79486043164
Angle 54,18850.2782729451,8834.81458904537
Angle 54,18875.5914483111,8816.74555107746
Angle 54,18900.8915839376,8798.58782112979
Angle 54,18926.1786456351,8780.34147424927
Angle 54,18951.4525989968,8762.0065859308
Angle 54,18976.7134093982,8743.58323212022
Angle 54,19001.9610419973,8725.0714892173
Angle 54,19027.1954617338,8706.47143407871
Angle 54,19052.4166333295,8687.78314402103
Angle 54,19077.6245212876,8669.0066968237
Angle 54,19102.8190898932,8650.14217073208
Angle 54,19128.0003032123,8631.18964446042
Angle 54,19153.1681250922,8612.14919719492
Angle 54,19178.3225191609,8593.02090859675
Angle 54,19203.4634488273,8573.80485880505
Angle 54,19228.5908772808,8554.50112844005
Angle 54,19253.7047674909,8535.10979860604
Angle 54,19278.8050822075,8515.63095089453
Angle 54,19303.8917839602,8496.06466738722
Angle 54,19328.9648350584,8476.41103065917
Angle 54,19354.024197591,8456.67012378184
Angle 54,19379.0698334263,8436.84203032617
Angle 54,19404.1017042116,8416.92683436576
Angle 54,19429.1197713732,8396.92462047989
Angle 54,19454.1239961161,8376.83547375672
Angle 54,19479.1143394238,8356.65947979638
Angle 54,19504.0907620582,8336.3967247141
Angle 54,19529.0532245592,8316.04729514339
Angle 54,19554.0016872447,8295.61127823919
Angle 54,19578.9361102102,8275.08876168098
Angle 54,19603.8564533291,8254.47983367603
Angle 54,19628.7626762516,8233.78458296252
Angle 54,19653.6547384053,8213.00309881276
Angle 54,19678.5325989948,8192.13547103636
Angle 54,19703.3962170012,8171.18178998348
Angle 54,19728.2455511823,8150.14214654796
Angle 54,19753.0805600721,8129.01663217064
Angle 54,19777.9012019809,8107.80533884249
Angle 54,19802.7074349947,8086.50835910792
Angle 54,19827.4992169755,8065.125786068
Angle 54,19852.2765055606,8043.65771338368
Angle 54,19877.0392581629,8022.1042352791
Angle 54,19901.7874319702,8000.46544654481
Angle 54,19926.5209839456,7978.74144254109
Angle 54,19951.2398708265,7956.93231920119
Angle 54,19975.9440491254,7935.03817303465
Angle 54,20000.633475129,7913.05910113057
Angle 54,20025.3081048981,7890.99520116094
Angle 54,20049.9678942677,7868.84657138395
Angle 54,20074.6127988466,7846.61331064728
Angle 54,20099.2427740173,7824.29551839146
Angle 54,20123.8577749357,7801.89329465319
Angle 54,20148.4577565313,7779.40674006868
Angle 54,20173.0426735064,7756.835955877
Angle 54,20197.6124803364,7734.18104392343
Angle 54,20222.1671312698,7711.44210666283
Angle 54,20246.7065803272,7688.619247163
Angle 54,20271.2307813021,7665.71256910807
Angle 54,20295.7396877602,7642.72217680187
Angle 54,20320.2332530394,7619.64817517131
Angle 54,20344.7114302494,7596.49066976978
Angle 54,20369.1741722719,7573.24976678057
Angle 54,20393.6214317605,7549.92557302027
Angle 54,20418.0531611399,7526.51819594214
Angle 54,20442.4693126065,7503.0277436396
Angle 54,20466.869838128,7479.45432484961
Angle 54,20491.254689443,7455.79804895612
Angle 54,20515.6238180614,7432.05902599347
Angle 54,20539.9771752636,7408.23736664989
Angle 54,20564.3147121011,7384.33318227092
Angle 54,20588.6363793957,7360.34658486283
Angle 54,20612.9421277399,7336.27768709614
Angle 54,20637.2319074965,7312.12660230904
Angle 54,20661.5056687985,7287.89344451088
Angle 54,20685.7633615493,7263.57832838562
Angle 54,20710.0049354221,7239.18136929533
Angle 54,20734.2303398602,7214.70268328367
Angle 54,20758.4395240766,7190.14238707934
Angle 54,20782.6324370544,7165.50059809964
Angle 54,20806.8090275461,7140.77743445389
Angle 54,20830.969244074,7115.97301494699
Angle 54,20855.1130349297,7091.08745908286
Angle 54,20879.2403481747,7066.12088706801
Angle 54,20903.3511316394,7041.07341981501
Angle 54,20927.445332924,7015.945178946
Angle 54,20951.5228993978,6990.73628679622
Angle 54,20975.5837781994,6965.44686641752
Angle 54,20999.6279162365,6940.07704158189
Angle 54,21023.6552601862,6914.62693678497
Angle 54,21047.6657564945,6889.09667724958
Angle 54,21071.6593513769,6863.48638892924
Angle 54,21095.6359908176,6837.79619851172
Angle 54,21119.5956205703,6812.02623342254
Angle 54,21143.5381861574,6786.17662182853
Angle 54,21167.4636328708,6760.24749264134
Angle 54,21191.3719057713,6734.23897552099
Angle 54,21215.2629496889,6708.15120087939
Angle 54,21239.1367092227,6681.98429988391
Angle 54,21262.9931287411,6655.73840446086
Angle 54,21286.8321523818,6629.41364729906
Angle 54,21310.6537240515,6603.01016185338
Angle 54,21334.4577874266,6576.52808234825
Angle 54,21358.2442859526,6549.96754378124
Angle 54,21382.0131628446,6523.32868192652
Angle 54,21405.7643610874,6496.61163333847
Angle 54,21429.4978234352,6469.81653535515
Angle 54,21453.213492412,6442.94352610186
Angle 54,21476.9113103118,6415.99274449468
Angle 54,21500.5912191983,6388.96433024394
Angle 54,21524.2531609056,6361.85842385782
Angle 54,21547.8970770376,6334.67516664579
Angle 54,21571.5229089689,6307.41470072218
Angle 54,21595.1305978445,6280.07716900967
Angle 54,21618.7200845799,6252.66271524281
Angle 54,21642.2913098617,6225.17148397153
Angle 54,21665.8442141472,6197.6036205646
Angle 54,21689.3787376651,6169.95927121319
Angle 54,21712.8948204155,6142.23858293432
Angle 54,21736.3924021699,6114.44170357434
Angle 54,21759.8714224718,6086.56878181243
Angle 54,21783.3318206367,6058.61996716409
Angle 54,21806.7735357523,6030.59540998457
Angle 54,21830.196506679,6002.49526147235
Angle 54,21853.6006720498,5974.3196736726
Angle 54,21876.985970271,5946.06879948062
Angle 54,21900.352339522,5917.74279264528
Angle 54,21923.699717756,5889.34180777247
Angle 54,21947.0280427001,5860.86600032848
Angle 54,21970.3372518557,5832.31552664347
Angle 54,21993.6272824989,5803.69054391483
Angle 54,22016.8980716806,5774.9912102106
Angle 54,22040.1495562271,5746.21768447287
Angle 54,22063.3816727402,5717.37012652112
Angle 54,22086.594357598,5688.4486970556
Angle 54,22109.7875469548,5659.45355766069
Angle 54,22132.9611767421,5630.38487080826
Angle 54,22156.1151826683,5601.24279986097
Angle 54,22179.2495002196,5572.02750907559
Angle 54,22202.3640646605,5542.73916360635
Angle 54,22225.458811034,5513.37792950816
Angle 54,22248.5336741623,5483.94397373998
Angle 54,22271.5885886468,5454.43746416799
Angle 54,22294.6234888695,5424.85856956893
Angle 54,22317.6383089926,5395.20745963326
Angle 54,22340.6329829596,5365.48430496845
Angle 54,22363.6074444956,5335.68927710211
Angle 54,22386.561627108,5305.82254848528
Angle 54,22409.4954640867,5275.88429249548
Angle 54,22432.4088885055,5245.87468343998
Angle 54,22455.3018332218,5215.79389655885
Angle 54,22478.1742308777,5185.64210802814
Angle 54,22501.0260139007,5155.41949496296
Angle 54,22523.857114504,5125.12623542053
Angle 54,22546.6674646874,5094.76250840331
Angle 54,22569.4569962383,5064.32849386196
Angle 54,22592.2256407315,5033.82437269845
Angle 54,22614.9733295309,5003.25032676899
Angle 54,22637.6999937897,4972.60653888703
Angle 54,22660.4055644512,4941.89319282624
Angle 54,22683.0899722497,4911.11047332341
Angle 54,22705.7531477113,4880.25856608137
Angle 54,22728.3950211544,4849.33765777189
Angle 54,22751.015522691,4818.34793603855
Angle 54,22773.6145822271,4787.28958949952
Angle 54,22796.1921294638,4756.16280775046
Angle 54,22818.7480938982,4724.96778136723
Angle 54,22841.2824048241,4693.70470190868
Angle 54,22863.7949913331,4662.37376191939
Angle 54,22886.2857823155,4630.97515493238
Angle 54,22908.7547064611,4599.50907547173
Angle 54,22931.2016922603,4567.97571905532
Angle 54,22953.6266680051,4536.37528219735
Angle 54,22976.0295617901,4504.70796241101
Angle 54,22998.4103015135,4472.97395821099
Angle 54,23020.7688148781,4441.173469116
Angle 54,23043.1050293924,4409.30669565132
Angle 54,23065.4188723719,4377.37383935119
Angle 54,23087.7102709398,4345.37510276128
Angle 54,23109.9791520283,4313.31068944108
Angle 54,23132.2254423802,4281.18080396626
Angle 54,23154.4490685491,4248.98565193097
Angle 54,23176.6499569017,4216.72543995016
Angle 54,23198.828033618,4184.40037566183
Angle 54,23220.9832246933,4152.01066772922
Angle 54,23243.1154559391,4119.55652584303
Angle 54,23265.2246529845,4087.0381607235
Angle 54,23287.3107412772,4054.45578412259
Angle 54,23309.3736460853,4021.80960882596
Angle 54,23331.4132924984,3989.09984865504
Angle 54,23353.4296054287,3956.326718469
Angle 54,23375.4225096131,3923.49043416668
Angle 54,23397.3919296138,3890.59121268851
Angle 54,23419.3377898203,3857.62927201832
Angle 54,23441.2600144505,3824.60483118518
Angle 54,23463.1585275526,3791.51811026515
Angle 54,23485.0332530061,3758.36933038303
Angle 54,23506.8841145237,3725.15871371397
Angle 54,23528.7110356528,3691.88648348518
Angle 54,23550.5139397768,3658.55286397743
Angle 54,23572.2927501172,3625.15808052662
Angle 54,23594.0473897346,3591.70235952528
Angle 54,23615.777781531,3558.18592842396
Angle 54,23637.4838482509,3524.60901573263
Angle 54,23659.1655124835,3490.97185102204
Angle 54,23680.8226966639,3457.27466492495
Angle 54,23702.4553230754,3423.51768913738
Angle 54,23724.0633138507,3389.70115641983
Angle 54,23745.6465909743,3355.82530059829
Angle 54,23767.2050762838,3321.89035656544
Angle 54,23788.7386914722,3287.89656028154
Angle 54,23810.2473580893,3253.84414877547
Angle 54,23831.7309975439,3219.73336014557
Angle 54,23853.1895311058,3185.56443356053
Angle 54,23874.6228799076,3151.33760926013
Angle 54,23896.0309649466,3117.05312855597
Angle 54,23917.4137070869,3082.71123383215
Angle 54,23938.7710270617,3048.31216854585
Angle 54,23960.1028454748,3013.85617722787
Angle 54,23981.4090828032,2979.34350548314
Angle 54,24002.6896593989,2944.77439999108
Angle 54,24023.9444954912,2910.14910850601
Angle 54,24045.1735111887,2875.46787985736
Angle 54,24066.3766264818,2840.73096394997
Angle 54,24087.5537612446,2805.93861176419
Angle 54,24108.7048352373,2771.09107535599
Angle 54,24129.8297681084,2736.18860785697
Angle 54,24150.9284793972,2701.23146347432
Angle 54,24172.0008885359,2666.21989749066
Angle 54,24193.0469148521,2631.15416626394
Angle 54,24214.066477571,2596.03452722707
Angle 54,24235.0594958181,2560.86123888767
Angle 54,24256.0258886216,2525.63456082763
Angle 54,24276.9655749144,2490.35475370265
Angle 54,24297.8784735375,2455.02207924167
